"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Dec 27 09:09:46 GMT 2024","Fri Dec 27 09:09:59 GMT 2024","12207","","Test Script Github Actions","","","","Open Toyota Autoparts",""
