"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 31 09:08:30 GMT 2024","Sat Aug 31 09:08:34 GMT 2024","3981","","Test Script Github Actions","","","","Open Toyota Autoparts",""
