"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 28 09:08:44 GMT 2024","Sat Sep 28 09:08:47 GMT 2024","2836","","Test Script Github Actions","","","","Open Toyota Autoparts",""
