"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 22 09:10:52 GMT 2024","Fri Nov 22 09:10:54 GMT 2024","2145","","Test Script Github Actions","","","","Open Toyota Autoparts",""
