"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 18 09:10:47 GMT 2024","Fri Oct 18 09:10:51 GMT 2024","3851","","Test Script Github Actions","","","","Open Toyota Autoparts",""
