"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 23 09:09:17 GMT 2024","Sat Nov 23 09:09:20 GMT 2024","2573","","Test Script Github Actions","","","","Open Toyota Autoparts",""
