"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 09 09:10:41 GMT 2024","Wed Oct 09 09:10:44 GMT 2024","2527","","Test Script Github Actions","","","","Open Toyota Autoparts",""
