"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 10 09:10:27 GMT 2024","Thu Oct 10 09:10:30 GMT 2024","3182","","Test Script Github Actions","","","","Open Toyota Autoparts",""
