"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 12 09:09:34 GMT 2024","Thu Sep 12 09:09:37 GMT 2024","2178","","Test Script Github Actions","","","","Open Toyota Autoparts",""
