"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 15 14:46:29 GMT 2024","Thu Aug 15 14:46:32 GMT 2024","2649","","Test Script Github Actions","","","","Open Toyota Autoparts",""
