"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Dec 29 09:08:42 GMT 2024","Sun Dec 29 09:08:54 GMT 2024","12310","","Test Script Github Actions","","","","Open Toyota Autoparts",""
