"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jan 03 09:10:02 GMT 2025","Fri Jan 03 09:10:14 GMT 2025","12319","","Test Script Github Actions","","","","Open Toyota Autoparts",""
