"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 10 09:08:49 GMT 2024","Sun Nov 10 09:08:52 GMT 2024","2565","","Test Script Github Actions","","","","Open Toyota Autoparts",""
