"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 05 09:09:02 GMT 2025","Sun Jan 05 09:09:15 GMT 2025","12554","","Test Script Github Actions","","","","Open Toyota Autoparts",""
